
166,28/01/2020,13 to 14,Free,Free,Free
167,28/01/2020,14 to 15,Free,Free,Free
168,28/01/2020,15 to 16,Free,Free,Free
169,29/01/2020,9 to 10,Free,Free,Free
170,29/01/2020,10 to 11,Free,Free,Free
171,29/01/2020,11 to 12,Free,Free,Free
172,29/01/2020,13 to 14,Free,Free,Free
173,29/01/2020,14 to 15,Free,Free,Free
174,29/01/2020,15 to 16,Free,Free,Free
175,30/01/2020,9 to 10,Free,Free,Free
176,30/01/2020,10 to 11,Free,Free,Free
177,30/01/2020,11 to 12,Free,Free,Free
178,30/01/2020,13 to 14,Free,Free,Free
179,30/01/2020,14 to 15,Free,Free,Free
180,30/01/2020,15 to 16,Free,Free,Free
181,31/01/2020,9 to 10,Free,Free,Free
182,31/01/2020,10 to 11,Free,Free,Free
183,31/01/2020,11 to 12,Free,Free,Free
184,31/01/2020,13 to 14,Free,Free,Free
185,31/01/2020,14 to 15,Free,Free,Free
186,31/01/2020,15 to 16,Free,Free,Free
187,01/02/2020,9 to 10,Weekend,Weekend,Weekend
188,01/02/2020,10 to 11,Weekend,Weekend,Weekend
189,01/02/2020,11 to 12,Weekend,Weekend,Weekend
190,01/02/2020,13 to 14,Weekend,Weekend,Weekend
191,01/02/2020,14 to 15,Weekend,Weekend,Weekend
192,01/02/2020,15 to 16,Weekend,Weekend,Weekend
193,02/02/2020,9 to 10,Weekend,Weekend,Weekend
194,02/02/2020,10 to 11,Weekend,Weekend,Weekend
195,02/02/2020,11 to 12,Weekend,Weekend,Weekend
196,02/02/2020,13 to 14,Weekend,Weekend,Weekend
197,02/02/2020,14 to 15,Weekend,Weekend,Weekend
198,02/02/2020,15 to 16,Weekend,Weekend,Weekend
199,03/02/2020,9 to 10,Free,Free,Free
200,03/02/2020,10 to 11,Free,Free,Free
201,03/02/2020,11 to 12,Free,Free,Free
202,03/02/2020,13 to 14,Free,Free,Free
203,03/02/2020,14 to 15,Free,Free,Free
204,03/02/2020,15 to 16,Free,Free,Free
205,04/02/2020,9 to 10,Free,Free,Free
206,04/02/2020,10 to 11,Free,Free,Free
207,04/02/2020,11 to 12,Free,Free,Free
208,04/02/2020,13 to 14,Free,Free,Free
209,04/02/2020,14 to 15,Free,Free,Free
210,04/02/2020,15 to 16,Free,Free,Free
211,05/02/2020,9 to 10,Free,Free,Free
212,05/02/2020,10 to 11,Free,Free,Free
213,05/02/2020,11 to 12,Free,Free,Free
214,05/02/2020,13 to 14,Free,Free,Free
215,05/02/2020,14 to 15,Free,Free,Free
216,05/02/2020,15 to 16,Free,Free,Free
217,06/02/2020,9 to 10,Free,Free,Free
218,06/02/2020,10 to 11,Free,Free,Free
219,06/02/2020,11 to 12,Free,Free,Free
220,06/02/2020,13 to 14,Free,Free,Free
221,06/02/2020,14 to 15,Free,Free,Free
222,06/02/2020,15 to 16,Free,Free,Free
223,07/02/2020,9 to 10,Free,Free,Free
224,07/02/2020,10 to 11,Free,Free,Free
225,07/02/2020,11 to 12,Free,Free,Free
226,07/02/2020,13 to 14,Free,Free,Free
227,07/02/2020,14 to 15,Free,Free,Free
228,07/02/2020,15 to 16,Free,Free,Free
229,08/02/2020,9 to 10,Weekend,Weekend,Weekend
230,08/02/2020,10 to 11,Weekend,Weekend,Weekend
231,08/02/2020,11 to 12,Weekend,Weekend,Weekend
232,08/02/2020,13 to 14,Weekend,Weekend,Weekend
233,08/02/2020,14 to 15,Weekend,Weekend,Weekend
234,08/02/2020,15 to 16,Weekend,Weekend,Weekend
235,09/02/2020,9 to 10,Weekend,Weekend,Weekend
236,09/02/2020,10 to 11,Weekend,Weekend,Weekend
237,09/02/2020,11 to 12,Weekend,Weekend,Weekend
238,09/02/2020,13 to 14,Weekend,Weekend,Weekend
239,09/02/2020,14 to 15,Weekend,Weekend,Weekend
240,09/02/2020,15 to 16,Weekend,Weekend,Weekend
241,10/02/2020,9 to 10,Free,Free,Free
242,10/02/2020,10 to 11,Free,Free,Free
243,10/02/2020,11 to 12,Free,Free,Free
244,10/02/2020,13 to 14,Free,Free,Free
245,10/02/2020,14 to 15,Free,Free,Free
246,10/02/2020,15 to 16,Free,Free,Free
247,11/02/2020,9 to 10,Free,Free,Free
248,11/02/2020,10 to 11,Free,Free,Free
249,11/02/2020,11 to 12,Free,Free,Free
250,11/02/2020,13 to 14,Free,Free,Free
251,11/02/2020,14 to 15,Free,Free,Free
252,11/02/2020,15 to 16,Free,Free,Free
253,12/02/2020,9 to 10,Free,Free,Free
254,12/02/2020,10 to 11,Free,Free,Free
255,12/02/2020,11 to 12,Free,Free,Free
256,12/02/2020,13 to 14,Free,Free,Free
257,12/02/2020,14 to 15,Free,Free,Free
258,12/02/2020,15 to 16,Free,Free,Free
259,13/02/2020,9 to 10,Free,Free,Free
260,13/02/2020,10 to 11,Free,Free,Free
261,13/02/2020,11 to 12,Free,Free,Free
262,13/02/2020,13 to 14,Free,Free,Free
263,13/02/2020,14 to 15,Free,Free,Free
264,13/02/2020,15 to 16,Free,Free,Free
265,14/02/2020,9 to 10,Free,Free,Free
266,14/02/2020,10 to 11,Free,Free,Free
267,14/02/2020,11 to 12,Free,Free,Free
268,14/02/2020,13 to 14,Free,Free,Free
269,14/02/2020,14 to 15,Free,Free,Free
270,14/02/2020,15 to 16,Free,Free,Free
271,15/02/2020,9 to 10,Weekend,Weekend,Weekend
272,15/02/2020,10 to 11,Weekend,Weekend,Weekend
273,15/02/2020,11 to 12,Weekend,Weekend,Weekend
274,15/02/2020,13 to 14,Weekend,Weekend,Weekend
275,15/02/2020,14 to 15,Weekend,Weekend,Weekend
276,15/02/2020,15 to 16,Weekend,Weekend,Weekend
277,16/02/2020,9 to 10,Weekend,Weekend,Weekend
278,16/02/2020,10 to 11,Weekend,Weekend,Weekend
279,16/02/2020,11 to 12,Weekend,Weekend,Weekend
280,16/02/2020,13 to 14,Weekend,Weekend,Weekend
281,16/02/2020,14 to 15,Weekend,Weekend,Weekend
282,16/02/2020,15 to 16,Weekend,Weekend,Weekend
283,17/02/2020,9 to 10,Free,Free,Free
284,17/02/2020,10 to 11,Free,Free,Free
285,17/02/2020,11 to 12,Free,Free,Free
286,17/02/2020,13 to 14,Free,Free,Free
287,17/02/2020,14 to 15,Free,Free,Free
288,17/02/2020,15 to 16,Free,Free,Free
289,18/02/2020,9 to 10,Free,Free,Free
290,18/02/2020,10 to 11,Free,Free,Free
291,18/02/2020,11 to 12,Free,Free,Free
292,18/02/2020,13 to 14,Free,Free,Free
293,18/02/2020,14 to 15,Free,Free,Free
294,18/02/2020,15 to 16,Free,Free,Free
295,19/02/2020,9 to 10,Free,Free,Free
296,19/02/2020,10 to 11,Free,Free,Free
297,19/02/2020,11 to 12,Free,Free,Free
298,19/02/2020,13 to 14,Free,Free,Free
299,19/02/2020,14 to 15,Free,Free,Free
300,19/02/2020,15 to 16,Free,Free,Free
301,20/02/2020,9 to 10,Free,Free,Free
302,20/02/2020,10 to 11,Free,Free,Free
303,20/02/2020,11 to 12,Free,Free,Free
304,20/02/2020,13 to 14,Free,Free,Free
305,20/02/2020,14 to 15,Free,Free,Free
306,20/02/2020,15 to 16,Free,Free,Free
307,21/02/2020,9 to 10,Free,Free,Free
308,21/02/2020,10 to 11,Free,Free,Free
309,21/02/2020,11 to 12,Free,Free,Free
310,21/02/2020,13 to 14,Free,Free,Free
311,21/02/2020,14 to 15,Free,Free,Free
312,21/02/2020,15 to 16,Free,Free,Free
313,22/02/2020,9 to 10,Weekend,Weekend,Weekend
314,22/02/2020,10 to 11,Weekend,Weekend,Weekend
315,22/02/2020,11 to 12,Weekend,Weekend,Weekend
316,22/02/2020,13 to 14,Weekend,Weekend,Weekend
317,22/02/2020,14 to 15,Weekend,Weekend,Weekend
318,22/02/2020,15 to 16,Weekend,Weekend,Weekend
319,23/02/2020,9 to 10,Weekend,Weekend,Weekend
320,23/02/2020,10 to 11,Weekend,Weekend,Weekend
321,23/02/2020,11 to 12,Weekend,Weekend,Weekend
322,23/02/2020,13 to 14,Weekend,Weekend,Weekend
323,23/02/2020,14 to 15,Weekend,Weekend,Weekend
324,23/02/2020,15 to 16,Weekend,Weekend,Weekend
325,24/02/2020,9 to 10,Free,Free,Free
326,24/02/2020,10 to 11,Free,Free,Free
327,24/02/2020,11 to 12,Free,Free,Free
328,24/02/2020,13 to 14,Free,Free,Free
329,24/02/2020,14 to 15,Free,Free,Free
330,24/02/2020,15 to 16,Free,Free,Free
331,25/02/2020,9 to 10,Free,Free,Free
332,25/02/2020,10 to 11,Free,Free,Free
333,25/02/2020,11 to 12,Free,Free,Free
334,25/02/2020,13 to 14,Free,Free,Free
335,25/02/2020,14 to 15,Free,Free,Free
336,25/02/2020,15 to 16,Free,Free,Free
337,26/02/2020,9 to 10,Free,Free,Free
338,26/02/2020,10 to 11,Free,Free,Free
339,26/02/2020,11 to 12,Free,Free,Free
340,26/02/2020,13 to 14,Free,Free,Free
341,26/02/2020,14 to 15,Free,Free,Free
342,26/02/2020,15 to 16,Free,Free,Free
343,27/02/2020,9 to 10,Free,Free,Free
344,27/02/2020,10 to 11,Free,Free,Free
345,27/02/2020,11 to 12,Free,Free,Free
346,27/02/2020,13 to 14,Free,Free,Free
347,27/02/2020,14 to 15,Free,Free,Free
348,27/02/2020,15 to 16,Free,Free,Free
349,28/02/2020,9 to 10,Free,Free,Free
350,28/02/2020,10 to 11,Free,Free,Free
351,28/02/2020,11 to 12,Free,Free,Free
352,28/02/2020,13 to 14,Free,Free,Free
353,28/02/2020,14 to 15,Free,Free,Free
354,28/02/2020,15 to 16,Free,Free,Free
355,29/02/2020,9 to 10,Weekend,Weekend,Weekend
356,29/02/2020,10 to 11,Weekend,Weekend,Weekend
357,29/02/2020,11 to 12,Weekend,Weekend,Weekend
358,29/02/2020,13 to 14,Weekend,Weekend,Weekend
359,29/02/2020,14 to 15,Weekend,Weekend,Weekend
360,29/02/2020,15 to 16,Weekend,Weekend,Weekend
